1800341001,-100.0,21/03/2023 06:41:03
1800341001,-100.0,2800.0
1800341001,-100.0,21/03/2023 13:37:18
1800341001,800.0,21/03/2023 15:09:52
1800341002,-800.0,21/03/2023 15:09:52
1800341001,800.0,21/03/2023 15:09:52
1800341001,800.0,21/03/2023 15:10:15
1800341001,800.0,21/03/2023 15:10:15
1800341001,800.0,21/03/2023 16:15:50
1800341001,800.0,21/03/2023 16:16:24
1800341001,+800.0,21/03/2023 16:17:27
1800341001,+800.0,21/03/2023 16:46:00
1800341001,+800.0,21/03/2023 16:50:26
1800341001,+800.0,21/03/2023 17:14:55
1800341001,+800.0,21/03/2023 17:18:15
1800341001,+800.0,21/03/2023 17:19:07
1800341002,-100.0,21/03/2023 17:21:56
1800341002,-100.0,21/03/2023 17:21:56
1800341002,+100.0,23/03/2023 09:26:24
1800341002,+100.0,23/03/2023 09:37:41
1800341002,+100.0,23/03/2023 09:41:15
1800341001,-2900.0,23/03/2023 09:41:15
1800341002,+100.0,23/03/2023 09:43:06
1800341001,-2800.0,23/03/2023 09:43:06
